description,labels
d metal slug offers retro fun  like some drill sergeant from the past metal slug  is a wakeup call to todays gamers mollycoddled with slick visuals and fancy trimmings  with its handanimated sprites and d sidescrolling this was even considered retro when released in arcades four years ago but a more frantic shooter you will not find at the end of your joypad this year and yes that includes halo  simply choose your grunt and wade through five d sidescrolling levels of the most hectic video game blasting you will ever encounter it is also the toughest game you are likely to play as hordes of enemies and few lives pile the pressure on  players must battle soldiers snowmen zombies giant crabs and aliens not to mention the huge screenfilling bosses that guard each of the five levels  the shootanythingthatmoves gameplay is peppered with moments of oldschool genius fans of robotic gastropods should note the title refers instead to the vast array of vehicles on offer in a game stuffed with bizarre hardware tanks jets and submarines can be commandeered as well as cannontoting camels elephants and ostriches  more weaponry on offer than in an acre of iraq doling out justice is a joy thanks to ultra responsive controls and while this is a tough nut to crack it is addictive enough to have you gagging for that one last go and at a mere  metal slug  is as cheap as sliced fried spuds as the man says of course most of you will ignore this lacking as it does the visual fireworks of modern blasters but at a time when blockbuster titles offer only a fresh lick of paint in favour of real innovation metal slug  is a fresh gasp of air from an era when the xbox was not even a twinkle in bill gates eye ,game
halflife  sweeps bafta awards  pc first person shooter halflife  has won six bafta awards including best game and best online game  the title developed by valve was released last year to universal acclaim  receiving special praise for its immersive plot and physics engine the game also won baftas for best action adventure best pc game art direction and animation burnout  won three awards in the categories for racing technical direction and best playstation  game grant dean chairman of the bafta games awards said at a ceremony in london on tuesday the last year has been a great year for the interactive entertainment industry  these awards reflect the enormous achievements progress and diversity that we have seen in that time halo  won the best xbox game category while prince of persia warrior within was adjudged the best gamecube title the sports award went to konamis pro evolution soccer  bafta said the significant feature of this years awards was the number of nontraditional games the originality award was won by playstation  title singstar while the childrens award went to gamecube bongo rhythm game donkey konga the handheld award went to colin mcrae rally  while the mobile category was won by blue tooth byplanes the audio award was won by call of duty finest hour and hitman contracts won the music award ,game
gamer buys  virtual land  a yearold gamer has spent   on an island that exists only in a computer roleplaying game rpg  the australian gamer known only by his gaming moniker deathifier bought the island in an online auction the land exists within the game project entropia an rpg which allows thousands of players to interact with each other entropia allows gamers to buy and sell virtual items using real cash while fans of other titles often use auction site ebay to sell their virtual wares earlier this year economists calculated that these massively multiplayer online roleplaying games mmorpgs have a gross economic impact equivalent to the gdp of the african nation of namibia  this is a historic moment in gaming history and this sale only goes to prove that massive multiplayer online gaming has reached a new plateau said marco behrmann director of community relations at mindark the games developer  the virtual island includes a gigantic abandoned castle and beautiful beaches which are described as ripe for developing beachfront property deathifier will make money from his investment as he is able to tax other gamers who come to his virtual land to hunt or mine for gold he has also begun to sell plots to people who wish to build virtual homes this type of investment will definitely become a trend in online gaming said deathifier the entopia economy lets gamers exchange real currency into ped project entropia dollars and back again into real money ten peds are the equivalent to one us dollar and typical items sold include iron ingots  and shogun armour  gamers can theoretically earn money by accumulating peds through the acquisition of goods buildings and land in the entropia universe mmorpgs have become enormously popular in the last  years with hundreds of thousands of gamers living out alternate lives in fantasy worlds almost  people are registered players on project entropia ,game
big war games battle it out  the arrival of new titles in the popular medal of honor and call of duty franchises leaves fans of wartime battle titles spoilt for choice  the acclaimed pc title call of duty has been updated for console formats building on many of the originals elements for its part the longrunning medal of honor series has added pacific assault to its pc catalogue adapting the console game rising sun call of duty finest hour casts you as a succession of allied soldiers fighting on world war  battlefronts including russia and north africa it is a traditional firstpersonviewed game that lets you control just one character in the midst of a unit where cohorts constantly bark orders at you on a nearidentical note medal of honor pacific assault does all it can to make you feel part of a tightknit team and plum in the middle of allout action its arenas are the wars pacific battles including guadalcanal and pearl harbour you play one character throughout a raw and rather talkative us soldier  both games rely on a carefully stagemanaged structure that keeps things ticking along when this works it is a brilliant device to make you feel part of a story when it does not it is tedious  a winning moment is an early scene in pacific assault where you come under attack at the famous us base in hawaii you are first ushered into a gunboat attacking the incoming waves of japanese planes then made to descend into a sinking battleship to rescue crewman before seizing the antiaircraft guns it is one of the finest setpieces ever seen in a video game this notion of shuffling the player along a studiously predetermined path forcibly witnessing a series of preset moments of action is a perilous business which can make the whole affair feel stilted rather than organic the genius of something like half life  is that it skilfully disguises its linear plotting by various means of misdirection this pair of games do not really accomplish that being more concerned with imparting a fullon atmospheric experience  call of duty comes with a suitably bombastic score and overblown presentation finest hour has a similar determination framing everything in moody wartime music archive footage and lots of reflective voiceovers  letting you play a number of different roles is an interesting ploy that adds new dimensions to the call of duty endeavour even if it sacrifices the narrative flow somewhat the games drawback could be said to be its format tastes differ but these wartime shooters often do seem to work better on pc the mouse control is a big reason why along with the sharper graphics a topend computer can muster and the apparent notion that pc games are allowed to get away with a bit more subtlety call of duty on pc was more detailed plotwise and graphically and this new adaptation feels a little rough and ready targeting with the ps controller proved tricky not helped by unconvincing collisiondetection you can shoot an enemy repeatedly with zero question as to your aim yet the bullets will just refuse to hit him checkpoints are so few and far between that when you get shot which happens regularly you are set harshly far back and will find yourself covering vast tracts of scorched earth again and again the game wants to be a challenge and is and many players will like it for that it is as dynamic a battlefield simulator as you will experience and even if it is not as refined as its pc parent the sense of being part of the action is thoroughly impressive  both of these games feature military colleagues who are disturbingly bad shots and prone to odd behaviour and in pacific assault in particular their commands and comments are irritatingly meaningless  but the teamwork element in titles like this is superficial designed to add atmosphere and camaraderie rather than affect the gameplay mechanics at all of the two games pacific assault gets more things right including little points like autosaving intelligently and having tidier presentation it engages you very well and also looks wonderful making the most of the lush tropical settings that are reminiscent of the glorious far cry although we had to ramp up the settings on a highspec machine to get the most out of them finest hour is by no means bad and it is only because the pc original was so dazzling that this version sometimes feels underwhelming those looking for a wartime game with plenty of atmosphere and a hearty abundance of enemies to shoot will be contented but they will also have a niggling puzzlement as to why it does not break a little more ground rather then just being competent ,game
the gaming world in   if you have finished doom  half life  and halo  dont worry theres a host of gaming gems set for release in    world of warcraft   the us reception to this game from developers blizzard has been hugely enthusiastic with the title topping its competitors in the area of lifeeating highfantasy massively multiplayer roleplayer gaming solid diverse accessible and visually striking it may well open up the genre like never before if nothing else it will develop a vast and loyal community released  february on pc ico  working title ico remains a benchmark for ps gaming a title that took players into a uniquely atmospheric and artistic world of adventure the spiritual sequel has visuals that echo those of the original but promises to expand the ico world with hero wanda taking on a series of giants the other known working title is wanda and colossus release date to be confirmed on ps the legend of zelda   the charismatic cel imagery has been scrapped in favour of a dark detailed aesthetic realism isnt quite the right word that connects more with ocarina of time link resumes his more teenage incarnation too though enemies elements and moves look familiar from the impressive trailer that has been released horseback adventuring across a vast land is promised release date to be confirmed on gamecube advance wars ds the uk nintendo ds launch lineup is still to be confirmed at time of writing but titles that exploit its twoscreen and touch capacity like warioware touched and segas feel the magic are making a strong impression in other territories personally i cant wait for the latest advance wars the franchise that has been the icing on the cake of nintendo handheld gaming during the past few years release date to be confirmed on ds stalker   following in the highspec footsteps of far cry and halflife  this looks like the key upcoming pc firstperson shooter with roleplaying elements the fact that it is inspired in part by andrei tarkovskys enigmatic  masterpiece stalker and set in  in the disaster zone a world of decay and mutation makes it all the more intriguing released  march on pc metal gear solid snake eater   more hideo kojima serious stealth featuring action in the sovietcontrolled jungle in  the game see snake having to survive on his wits in the jungle including eating wildlife once again expect cinematic cut scenes and polished production values released march on ps dead or alive ultimate tecmos team ninja are back with retooled and revamped versions of dead or alive  and  heres the big big deal though  theyre playable over xbox live released  march on xbox knights of the old republic ii looks set to build on the acclaimed original star wars role playing game with new characters new force powers and a new set of moral decisions despite a different developer released  february on xbox and pc ,game
whats next for nextgen consoles  the next generation of video games consoles are in development but what will the new machines mean for games firms and consumers we may not know when they will be released what they will be called or even what they will be able to do but one thing is certain  they are coming sony microsoft and nintendo are all expected to release new machines in the next  months the details of playstation  xbox  codename xenon and nintendos socalled revolution are still to be finalised but developers are having to work on titles for the new machines regardless  we know maybe what the ps will do but we can only guess said rory armes studio general manager for video game giant electronic arts in europe its a horrendous effort in the first year he admitted microsoft had delivered development kits to ea said mr armes but he said the company was still waiting on sony and nintendo to send kits although the details may not be nailed down mr armes said ea was beginning to get a sense of the capabilities of the new machines the rumours are that playstation  will have a little more under the hood than xbox  he said  microsoft is obviously a software company first and foremost while sony has more experience in hardware i think sony will be able to push more into a box at cost  what is certain is that the new machines will provide great leaps in processing and graphical power it is also likely that they will contain convergence technologies to make the machines more of an entertainment hub at the consumer electronics show in las vegas microsoft boss bill gates said xbox  would be part of his vision of the digital lifestyle while short on detail he painted a picture of a machine that would complement a pc and offer great video gaming but video gaming for a broader set of people more communications more media more connectivity sony is thought to have a similar vision for ps while nintendo remain focused on a machine purely for games  until it is clear precisely what the new machines can do developers are working on a first round of titles to harness the new horsepower gary dunn development director at codemasters said the company had a central technology group which was at the forefront of preparing for the next generation of consoles we are working on new libraries of effects a lot of the major techniques are already out there and in use in pc gaming such as pixel shaders and normal mapping  mr dunn said he expected the introduction of realworld physics to be a major part of the new consoles we want to increase that level of immersion and realism in gaming to people can lose themselves in a game in the first year at least developers said gamers should not expect games which harness the full potential of the machines graphical spit and polish and better physics in line with the capabilities of current highend graphics cards for pcs should be expected simon gardner president of climaxs action studio said its definitely an exciting time we want to give more freedom to the player we want to give players an emotional connection to the characters they play the environments will be much more believable and dramatic growing and changing as you play there will be a breadth of effects more involving worlds to play in  its a bit like being an artist and being given a bigger canvas and a smaller brush were being given more tools for the average consumer we can get things of a more filmic quality gerhard florin head of ea in europe said gamers should expect titles that blur the line between films and video games many will be sceptical  gamers were given similar predictions during the last transition of console hardware  but this time it would seem to be more likely ps will provide graphics indistinguishable from movies said mr florin he said the distribution method for games would also change radically in the next round of consoles a gamer could buy a starter disc for  euros when he goes home he goes online and he could buy ai and levels as you go  its much smarter if you can get levels as you go mr armes warned that developers still had to learn how to tell stories effectively in the medium in some ways we are trying to forget about the hardware go in the opposite direction we have been very bad at letting technology design our creativity what we have to do as a company is start ignoring the technology and learning our craft in telling stories mr gardner agreed we can thrown more polygons around and have better ai but if it doesnt make for a better game then thats not very useful developers will certainly have the tools with the new machines but how they employ them is still to be decided ,game
players sought for m prize  uk gamers are getting a chance to take part in a m tournament thanks to one of the countrys top teams  the fourkings clan is staging a pop idol type competition to find new members who can take on the worlds best in the lucrative tournament fourkings hopes the open qualifiers will turn up gamers good enough to beat all comers at the painkiller game top players also get a contract with the fourkings team which will pay travelling expenses for the contest  uk gamers have until  november to register their interest in taking part and can sign up via the fourkings joltcouk and painkiller tournament websites philip wride who comanages the fourkings team said online qualifiers will be held from  november to find the best eight players of the painkiller game he said the clan was running the contest because fourkings does not currently have any players that excel at painkiller these eight players will be brought together in london on  december for the bloodline tournament that will find the best two players  the event will be filmed and the final cut made available online for others to watch the movie is being put together by simon bysshe who has shot many other films about progaming that have been widely shared online said mr bysshe painkiller is a new game and the opportunity is there for a new player to step up painkiller has been described as a game that adds a few modern touches such as improved graphics to the oldfashioned firstperson shooter these two players will be put forward as the uks entrants to the cyberathlete professional league m painkiller contest that will take place throughout  the event is being billed as the cpl world tour and will be arranged around ten separate tournaments at different locations around the world travel expenses to all the stops on the tour will be paid by fourkings for the two uk players who make the grade the top prize at each stop on the world tour will be  a further  will be given to the winner of the grand final due to be held in december  mr wride said any gamer that wins a few tour stop tournaments and the grand final will have a very good year the first stop on the world tour will be istanbul turkey from  february a total of  in cash prizes is on offer the cpl has said that it picked a oneonone game such as painkiller to make it easier for spectators to follow the action counterstrike by far the most popular online game pits teams against each other and can be confusing to follow if those watching are not familiar with the layout of the maps on which it is played the decision to pick painkiller was greeted with surprise by many gamers as it was widely expected that doom  would be chosen as the oneoneone title ,game
nintendo ds aims to touch gamers  the mobile gaming industry is set to explode in  with a number of highprofile devices offering a range of gaming and other features such as movie and music playback market leader nintendo however is releasing a handheld console that it says will revolutionise the way games are played  the first striking thing about the ds is how retro it looks far from looking like a mouldbreaking handheld it looks more like nintendo dug out a mould from a s handheld prototype the lightweight clam shell device opens up to reveal two screens and when switched on it instantly reveals its pedigree both screens are crisp and clear while the bottom of the two is touch sensitive nintendo has given developers free rein to utilise the dual screens and ability to control the action by simply touching the screen  the japanese gaming giant hopes the ds will maintain the firms preeminence in an increasinglycompetitive mobile gaming market  nintendo first launched its gameboy console in  and has dominated the market ever since but its lead can no longer be taken for granted sony will enter the market later this year with its playstation portable while startup companies gizmondo and tapwave zodiac are also offering hybrid devices we believe the ds will appeal to all ages both genders and gamers of any skill said david yarnton nintendo europes general manager said at the recent press launch for the handheld with its two screens wireless connectivity and backwards compatibility with the gameboy advance the ds certainly has a number of unique selling points it went on sale in the us in midnovember priced  and nintendo says sales have exceeded expectations without giving detailed figures japan and europe will have to wait until the first quarter of  to get the device with more than two million preorders for the device in japan nintendo is confident it will keep its number one spot but will the device prove to be as revolutionary as claimed the game ships with a demo of metroid hunters  a d action title which can be played alone or with a group of friends using the machines wireless capabilities it certainly looks impressive on the small machine and plays smoothly even with a group of people  the game can be controlled by using the supplied stylus to aim the top screen is used to navigate the action while the bottom screen offers a topdown map and the ability to switch weapons it is certainly a unique control method and while it makes aiming more controlled it can be a little disorientating super mario  ds is a faithful recreation of the nintendo  classic with a host of new minigames and new levels the game looks stunning on the portable machine and the sound too is impressive for such a small machine one thing is for certain hardened gamers will have to learn to adapt to a new way of playing while it could prove to be an accessible way in to gaming for novices ultimately the success or failure of the device lies in the hands of developers if they manage to create titles which use the nintendo dss key features then a whole new market of gamers could open up the fear is that the touch screen and voice recognition are treated as little more than gimmicks ,game
gangsters dominate gaming chart  video games on consoles and computers proved more popular than ever in   gamers spent more than bn in  almost  more than they did in  according to figures released by the uk gaming industrys trade body sales records were smashed by the top title of the year gta san andreas  in which players got the job of turning central character cj into a crime boss the game sold more than  million copies in the first nine days that it was on sale this feat made it the fastest selling video game of all time in the uk although only released in november the sprawling story of guns gangsters game beat off strong competition and by year end had sold more than  million copies there were also records set for the number of games that achieved doubleplatinum status by selling more than  copies five titles including sony eyetoy play and eas need for speed underground  managed this feat according to figures compiled by charttrack for the entertainment and leisure software publishers association elspa electronic arts the worlds biggest games publisher had  games in the top    was a stellar year said roger bennett director general of elspa in a year with no new generation consoles being released the market continued to be buoyant as the industry matured and the increasingly diverse range of games reached new audiences and broadened its player base  across ages and gender he said part of the success of games in  could be due to the fact that so many of them are sequels  out of the top  titles were all followups to established franchises or direct sequels to previously popular games halo the sims driver need for speed fifa football burnout were just a few that proved as popular as the original titles despite this fondness for older games doom  did not make it to the top  movie tieins also proved their worth in  games linked to shrek the incredibles spiderman harry potter and lord of the rings were all in the top  elspa noted that sales of xbox games rose  during the year however sonys playstation  was the top seller with  of the bn spent on games in  used to buy titles for that console despite winning awards and rave reviews halflife  did not appear in the list this was because it was only released on pc and compared to console titles sold in relatively small numbers also the novel distribution system adopted by developer valve meant that many players downloaded the title rather than travel to the shops to buy a copy valve has yet to release figures which show how many copies of the game were sold in this way ,game
game firm holds cast auditions  video game firm bioware is to hold open auditions for people to become cast members for future games  the company which makes role playing games such as knights of the old republic and neverwinter nights is seeking people aged  to  the canadabased company says it was looking for a wide variety of people to use as face models for characters everyone chosen to appear in a video game will receive a performers fee for the use of their image the company is inviting people to come along to a shopping mall in west edmonton alberta on friday and saturday bringing along a piece of photo identification  there are hundreds and hundreds of characters in a typical bioware game said shauna perry biowares audio and external resources producer those people live in any city and village and so we need ordinary people people with interesting faces she added not everyone is a model in the world so we dont want just models in our games people chosen to appear in a game will have their head scanned in three dimensions hundreds of photos of the persons head are taken so that a model of the head can be generated in d the d model will look exactly like the person  its really quite incredible how detailed they are said ms perry she said chosen participants will have no control over how the image is used in a computer game we cannot give people any control over how the images are used but their face could be used in multiple games  so they could be the hero in one the villain in another and just a merchant in a third ,game
gamers snap up new sony psp  gamers have bought almost all of the first batch of sonys new playstation portable psp games console which went on sale in japan on sunday  thousands of people queued for hours to get hold of one of the  psps which were shipped to retailers the handheld console can play games music and movies and goes on sale in europe and north america next year despite the demand sony said it would not increase the strong stock of psps it plans to ship by years end  sony says it intends to ship three million of the consoles by march  the company is hoping to challenge the dominance of nintendo in the handheld market nintendo released its new ds console earlier this year and has already raised shipment targets for the device by  the psp is selling in japan for  yen   while nintendos ds console sells in the us and japan for   nintendos goal is to ship  million of its new nintendo ds handheld consoles by march  ,game
new consoles promise big problems  making games for future consoles will require more graphic artists and more money an industry conference has been told  sony microsoft and nintendo will debut their new consoles at the annual e games expo in los angeles in may these socalled next generation machines will be faster than current consoles and capable of displaying much higherquality visuals for gamers this should make for better more immersive games in a prerecorded video slot during microsofts keynote address at the game developers conference held last week in san francisco famed director james cameron revealed he is making a game in tandem with his next film  believed to be battle angel alita the games visual quality would be like a lucid dream said mr cameron but numerous speakers warned that creating such graphics will require more artists and so next generation console games will be much more expensive to develop the first new console microsofts xbox  is not expected to reach the shops until the end of  games typically take at least  months to create however so developers are grappling with the hardware today  according to robert walsh head of brisbanebased game developer krome studios next generation games will cost between m to make with teams averaging  staff in size taking two years to complete a title such sums mean it will be difficult for anyone to start a new game studio said mr walsh if youre a startup i doubt that a publisher is going to walk in and give you a cheque for m however good you are he said mr walsh suggested that new studios should make games for mobile phones and handheld consoles like the sony psp and the nintendo ds since they are cheaper and easier to create than console games  one developer bucking the trend towards big art teams is will wright the creator of the bestselling the sims games the founder of californias maxis studio surprised the conference with a world exclusive preview of his next game spore spore will allow players to experiment with the evolution of digital creatures starting with an amoebasized organism the player will guide the physical development of their creature by selecting how its limbs jaws and other body parts evolve  eventually the creature will become capable of establishing cities trading and fighting and even building space ships advanced players will visit the home planets of creatures created by other spore players these worlds will be automatically swapped across the internet mr wright said that enabling players to devise and share their creatures would make them care more about the game i dont want to put the player in the role of luke skywalker or frodo baggins  i want them to be george lucas or dr seuss explained mr wright few games have hinted at the scope of spore but mr wright explained that he has nevertheless kept his development team small by hiring expert programmers instead of employing lots of artists to create d models of the digital creatures spore generates and displays the creatures according to rules devised by the programmers the thing i am coming away with from the conference is that next generation content is going to be really expensive and creating it will drive the smaller players out of the market said mr wright id like to offer an alternative to that  new development tools will be another important aid in making next generation games and dozens of companies demonstrated their latest products at the conference  oxfordbased natural motion launched endorphin v which enables artists to direct a d virtual actor the actor is realistically modelled according to the laws of physics endorphin simulates how the actor falls down stairs for instance or crumples up after a gunshot artists can blend together these visual sequences and include the results in their games the process is much quicker than having an artist animate each movement by hand and so lessens the need for larger art teams another british company aiming to reduce the workload of artists is manchester startup genemation its latest tool gencrowd enables artists to create unique photorealistic human faces for games involving lots of people gencrowd works by blending together elements of an inbuilt supply of stock faces of differing ages and ethnicities the software can create up to  new heads an hour  one area not yet dominated by graphical blockbusters is mobile phone games even the latest phones are not as powerful as the consoles of a decade ago so smaller teams of half a dozen people can still create complete games for the devices  the game developers conference included a special twoday summit dedicated to creating mobile games a niche attraction for a few dozen conference attendees when it began five years ago gdcs mobile summit this year drew several hundred delegates mobile games are a fastgrowing sector because newer phones have better graphics and sound and are thus more suitable for playing games furthermore the adoption of mobile phones continues to spread across the world its predicted that by  two billion people will own a mobile phone the growing importance of mobile gaming was reflected by a keynote given by john batter general manager at ea mobile ea mobile is a division of electronic arts the biggest games publisher until recently electronic arts had been dismissive of games for phones the last time you checked ea wasnt in this business mr batter admitted but he said ea now planned on dominating the market by releasing mobile versions of its most popular franchises ea plans to release up to  mobile games over the next  months the first will be a version of its need for speed racing game created by ea mobiles person development team mr batter predicted that by  mobile phones would be capable of running games of comparable quality to those on sonys upcoming psp handheld console  owain bennallack is the editor of develop magazine ,game
the force is strong in battlefront  the warm reception that has greeted star wars battlefront is a reflection not of any ingenious innovation in its gameplay but of its backtobasics approach and immense nostalgia quotient  geared towards online gamers it is based around little more than a series of allout gunfights set in an array of locations all featured in or hinted at during the two blockbusting film trilogies previous star wars titles like the acclaimed knights of the old republic and jedi knight have regularly impressed with their imaginative forays into the far corners of the franchises extensive universe and their use of weird and wonderful new characters battlefront on the other hand wholeheartedly revisits the most recognisable elements of the hit movies themselves  the sights sounds and protagonists on show here will all be instantly familiar to fans who may well feel that the opportunity to relive star wars most memorable screen skirmishes makes this the game they have always waited for the mayhem can be viewed from either a third or firstperson perspective and you can either fight for the forces of freedom or join darth vader on the dark side depending on the episode and type of campaign as well as the players personal propensity for good or evil  there is ample chance to be a wookie shoot ewoks and rush into battle alongside a firedup luke skywalker in each section the task is simply to wipe out enemy troops seize strategic waypoints and move on to the next planet it really is no more complicated than that locations include the frozen wastes of hoth the ice planet from the empire strikes back complete with massive mechanical atats on the march there are also the dusty sinister deserts of tatooine and geonosis as well as the forest moon of endor where return of the jedis muchmaligned ewoks lived the feel of those places is well and truly captured with both backdrops and characters looking good and very authentic it is worth noting though that on the playstation  the games graphics are a curiously long way behind those of the xbox version the pivotal element behind battlefronts success is that it successfully gives you the feel of being of being plunged into the midst of largescale war the number of combatants noise and abundance of laser fire see to that and the sense of chaos really comes over  speaking of noise battlefront is a real testament to the strength of the star wars galaxys audio motifs  the multitude of distinctive weapon and vehicle noises are immensely familiar as are the stirring john williams symphonies that never let up there is also a particularly snazzy remix of one of his themes in the menu section it has to be said if the game did not have the boon of being star wars it would not stand up for long the gameplay is reliable bogstandard stuff short on originality there are also odd annoyances like the games insistence on respawning you miles away from the action an irritating price to pay for not getting blown up the second you appear and some of the weapons and vehicles are not as responsive and fluid to operate as they might be that said it is still great fun to pilot a scout walker or speeder bike however non userfriendly they prove whilst it is firmly designed with multiplayer action in mind battlefront is actually perfectly good fun as an offline game the aboveaverage ai of the enemy sees to that although given the frenetic environments they operate in their strategic behaviour does not need to be all that sophisticated battlefronts novelty value will doubtless wear off relatively fast leaving behind a slightly empty onetrickpony of a game but for a while it is an absolute blast and one of the most immediately satisfying video game offerings yet from george lucas stable ,game
poles play with gameboy blippop  a group of artists in poland has taken the cacophony of blips boops and beeps created as players bash buttons on nintendos handheld gameboy console to a new level  the gameboyzz orchestra project has taken the game sounds to put together music tunes they have dubbed blippop think of it as donkey kong meets norman cook or maybe tetris takes on kraftwerk any way you slice it the sound is distinct all the sounds are made by six nintendo gameboys with a mixture of older models and newer advance sp handhelds the gameboyzz orchestra project tweaks the software a bit and then connects the units through a mixing board  jarek kujda one of the projects founding members has been into electronic music and video games for a while now  i was playing some experimental music and three four years ago when i first used a gameboy in my band as a drum machine said kujda he realised that the console could be used as a rudimentary synthesizer he wondered if one gameboy can make music what would happen if he put six of them together kujda found five other people who were interested and the gameboyzz orchestra project was born gameboyzz orchestra project is more of an improvisational project said kudja we prepare some patterns before a concert and then improvise during the concert the group plays maybe four or five shows a year malgorzata kujda jareks younger sister and a fellow band member describes a gameboyzz orchestra project concert as a lot of noise for example i make music with more hard beats and noises she said but each of us makes another music a different sound and then in the concert we just improvise and that i think is more fun for us  the gameboyzz orchestra project admits they get mixed reactions from audiences some love the groups music and others are not quite sure what to make of it  in the world of electronic music these purveyors of blippop are not unique but jarek kujda says they try to be unique we have lots of people making music on old school stuff electronic old school stuff like commodore atari spectrum he said we want to play only experimental music not cover songs were something like an electronic jam session the gameboyzz orchestra projects tracks are available online and the group hopes to make a cd next year and they have sponsorship courtesy of the polish distributor of nintendo products the members of the gameboyzz orchestra project do not expect serious competition anytime soon a gameboy advance costs about us  in poland these days which is still way beyond the reach of most polish gamers or musicians  clark boyd is technology correspondent for the world a bbc world service and wgbhboston coproduction ,game
gritty return for prince of persia  still basking in the relatively recent glory of last years sands of time the dashing prince of persia is back in warrior within and in a more bellicose mood than last time  this sequel gives the franchise a grim gritty new look and ramps up the action and violence as before you control the superathletic prince from a thirdperson perspective the timetravelling plot hinges on the dahaka an allconsuming monster pursuing our hero through the ages the only way to dispel it is to turn back the clock again and kill the sultry empress of time before she ever creates the sands of time that caused the great beasts creation  studiously structured though this back story is everything boils down to oldfashioned fantasy gameplay which proves on the whole as dependable as it needs to be ever since the series thengroundbreaking beginnings on the commodore amiga prince of persia has always been about meticulouslyanimated acrobatic moves that provide an energetic blend of leaping preposterously between pieces of scenery and lopping off enemies body parts  those flashy moves are back in full evidence and tremendous fun to perform and perfect combining them at speed is the best fun although getting a handle of doing so takes practice and plenty of skill until you reach that point it is a haphazard business all too often you will perform a stunning triple somersault pirouette off a wall knock out three enemies in one glorious swoop before plummeting purposefully over a cliff to your doom that in turn can mean getting set back an annoyingly long distance for you can only save at the fountains dotted along the path the expected fiendish puzzles are all present and correct but combat is what is really been stepped up and there is more of it than before the games developers have combined acrobatic flair with gruesome slaying techniques in some wonderfully imaginative ways slicing foes down the middle is one particularly entertaining method of seeing them off  warrior within is a very slick package the games intro movie is so phenomenally good that it actually does an ultimate disservice once the game itself commences  it is on a par with the jawdropping opening sequence of onimusha  earlier this year and when the game begins it is something of an anticlimax that said the graphics are excellent and indeed among the most striking and satisfying elements of the game the music is probably the worst aspect  a meritfree heavy metal soundtrack that you will swiftly want to turn off there is something strangely unsatisfying about the game perhaps precisely because its graphics and mechanics are so good that the story and overall experience are not quite as engaging as they should be somehow it adds up to less than the sum of its parts and is more technically impressive than it is outright enjoyable but that is not to say warrior within is anything other than a superb adventure that most will thoroughly enjoy it just does not quite take the character to the new heights that might have been hoped for ,game
ultimate game award for doom   scifi shooter doom  has blasted away the competition at a major games ceremony the golden joystick awards  it was the only title to win twice winning ultimate game of the year and best pc game at the awards presented by little britain star matt lucas the muchanticipated scifi horror doom  shot straight to the top of the uk games charts on its release in august other winners included grand theft auto san andreas which took the most wanted for christmas prize only released last week it was closely followed by halo  and halflife  which are expected to be big hits when they are unleashed later this month  but they missed out on the prize for the most wanted game of  which went to the nintendo title the legend of zelda the original doom released in  heralded a new era in computer games and introduced d graphics it helped to establish the concept of the firstperson shooter doom  was developed over four years and is thought to have cost around m m the top honour for the best online game of the year went to battlefield vietnam the chronicles of riddick escape from butcher bay was handed the unsung hero game of  its release was somewhat eclipsed by doom  which was released on the same week it was however very well received by gamers and was praised for its storyline which differed from the film released around the same time electronic arts was named top publisher of the year taking the crown from nintendo which won in  the annual awards are voted for by more than  readers of computer and video games magazines games awards like this have grown in importance over the last six years the uk market for games grew by  and was worth a record m in  according to a recent report by analysts screen digest ,game
